0.000000000000000000e+00 1.401270704548254198e+00 1.345114234521263885e+00 1.926136475609790066e+00 1.926428307640320581e+00 1.864299532622102129e+00 3.004299327390934859e+00 3.065969553217357202e+00 3.144928062956936277e+00 1.948579406682518611e+00 2.005100413497051370e+00 2.059881795086581757e+00 2.371399769654214840e+00 2.818186910155611180e+00 3.045738203038087288e+00 3.281038947929900029e+00 3.264345606657637955e+00 3.465223636671464824e+00 3.026607608531253657e+00 3.381553237510277476e+00 3.439965330370792884e+00 2.195758593715725571e+00 2.272365496807370544e+00 2.270823550661821510e+00 2.802018879851576827e+00 3.045358177437318403e+00 3.221650291698430646e+00 1.969669414264608509e+00 1.940271226002732607e+00 2.008915575180944657e+00 3.719522702549868498e+00 3.741153652456023604e+00 3.789144621063069263e+00 2.006412315993911122e+00
1.401270704548254198e+00 0.000000000000000000e+00 1.358088410764414888e+00 1.705844359576728086e+00 1.693381828556710600e+00 1.631685546706726608e+00 2.981537859560906778e+00 2.954808961014865787e+00 3.134851949809666305e+00 1.749122470915289052e+00 1.793201974057829107e+00 1.847747823981410464e+00 2.312587195841243837e+00 2.794206471834712158e+00 3.108552841512034703e+00 3.184515228252941199e+00 3.147211694799662229e+00 3.280300680430130011e+00 2.903357440922580412e+00 3.357662979317768581e+00 3.503287346588728202e+00 2.114419712358332148e+00 2.146111341601825373e+00 2.104420385627444823e+00 3.094038723783181677e+00 3.272260438316031195e+00 3.473383952689062859e+00 1.761520459640281366e+00 1.799555630760659497e+00 1.849791910677160089e+00 3.935449423631418586e+00 3.921452310412404607e+00 3.956493320674146386e+00 1.846372540225225345e+00
1.345114234521263885e+00 1.358088410764414888e+00 0.000000000000000000e+00 1.959264663628041081e+00 1.908897089727806806e+00 1.881596848289386559e+00 2.981636004107243387e+00 2.990968699274438425e+00 3.095865576929127450e+00 1.881163130111365822e+00 1.933014308003427439e+00 1.956652990626209565e+00 2.331303839876521344e+00 2.714401558950528592e+00 2.973980113851095730e+00 3.203276723099150569e+00 3.203276723099150569e+00 3.435646437656581842e+00 2.986528709834722850e+00 3.316720758667432101e+00 3.397909995718557674e+00 2.217184916979652254e+00 2.243023316570393000e+00 2.199271953621400044e+00 2.922916630671396732e+00 3.116249613696363330e+00 3.305356209684093383e+00 1.926293279746044362e+00 1.915893605460329052e+00 1.962454136080281408e+00 3.770201652015499061e+00 3.750202456324188471e+00 3.753118683461344141e+00 1.959731743480974453e+00
1.926136475609790066e+00 1.705844359576728086e+00 1.959264663628041081e+00 0.000000000000000000e+00 8.210066652229449646e-01 6.908400047937723887e-01 2.572690015159037280e+00 2.508098739560142842e+00 2.628707081259523015e+00 1.346055021925945949e+00 1.432656546467622860e+00 1.484504786351396266e+00 1.769755314709154037e+00 1.882904749892319041e+00 2.111622971965827045e+00 2.950101483099697219e+00 2.846763541237340878e+00 2.950101483099697219e+00 1.943139632574247821e+00 2.333667590277481274e+00 2.437993847685174131e+00 2.072977999981035602e+00 2.136327047946161350e+00 1.826240719674752988e+00 3.830752305075177500e+00 4.029381625051270177e+00 4.152189013033510179e+00 1.299532999368006703e+00 1.356953467033789051e+00 1.425354254090253736e+00 2.974279984675539890e+00 3.010186415269475724e+00 3.112447592207414626e+00 1.424287530909094546e+00
1.926428307640320581e+00 1.693381828556710600e+00 1.908897089727806806e+00 8.210066652229449646e-01 0.000000000000000000e+00 7.282804447070926335e-01 2.518651673743453667e+00 2.488145333615005672e+00 2.583213701411715135e+00 1.295286467026002697e+00 1.318602637971126201e+00 1.371760802735487950e+00 1.743247027050493836e+00 1.916863071919524319e+00 2.171399700269597943e+00 2.909307718097817297e+00 2.835376765288700973e+00 2.958979730292690125e+00 2.006973728964859038e+00 2.402295934246048148e+00 2.521094085995694289e+00 2.069511394997860965e+00 2.068007417829684336e+00 1.837184684008966506e+00 3.667800110177551254e+00 3.867080632550578212e+00 3.997182834429453102e+00 1.298830828711787788e+00 1.360386015062403420e+00 1.429141586060218572e+00 3.049644249118471873e+00 3.065474342550905895e+00 3.172520550876854806e+00 1.427524768927829646e+00
1.864299532622102129e+00 1.631685546706726608e+00 1.881596848289386559e+00 6.908400047937723887e-01 7.282804447070926335e-01 0.000000000000000000e+00 2.566573971167458890e+00 2.538238768250156596e+00 2.651772829685818067e+00 1.333976958657939527e+00 1.381060600709018038e+00 1.422738269122443278e+00 1.800403509338091679e+00 1.924526088387452205e+00 2.184365583364845875e+00 2.955404263230235529e+00 2.864487794002938958e+00 2.972002433985928338e+00 2.013328915378453043e+00 2.399881411085484473e+00 2.519223015766728135e+00 2.076974436209257480e+00 2.115487962161227919e+00 1.866581293589114177e+00 3.776229971000365726e+00 3.970038028489015325e+00 4.082998082161082287e+00 1.298961862778579945e+00 1.342657316957603264e+00 1.417266394401967666e+00 3.037869359369649302e+00 3.072096180690659040e+00 3.184048576929273011e+00 1.414891026895942261e+00
3.004299327390934859e+00 2.981537859560906778e+00 2.981636004107243387e+00 2.572690015159037280e+00 2.518651673743453667e+00 2.566573971167458890e+00 0.000000000000000000e+00 2.203934478369197869e+00 2.224944843993394983e+00 2.571356233202642283e+00 2.590709228976661560e+00 2.592438274959930400e+00 2.728081772514846293e+00 2.870931351302254075e+00 3.061029028915921213e+00 3.464723175992385329e+00 3.375374514094279910e+00 3.464723175992385329e+00 2.808199736077008346e+00 3.090657066202730174e+00 3.225411307301821573e+00 2.740911642043639684e+00 2.648123779595469518e+00 2.608327563256104931e+00 4.154356831365837444e+00 4.374822807034227878e+00 4.431471219745978907e+00 2.591424934873779673e+00 2.661957965707394180e+00 2.601609092612721330e+00 3.705512127893384022e+00 3.637253983364453713e+00 3.653153393536275662e+00 2.601847633717805586e+00
3.065969553217357202e+00 2.954808961014865787e+00 2.990968699274438425e+00 2.508098739560142842e+00 2.488145333615005672e+00 2.538238768250156596e+00 2.203934478369197869e+00 0.000000000000000000e+00 2.270986822257605731e+00 2.493635572146900792e+00 2.539757947533673121e+00 2.539880125364056163e+00 2.674434815199933979e+00 2.825082389949525208e+00 3.016112036054578116e+00 3.475993518361393697e+00 3.408478877751178526e+00 3.459717390442313523e+00 2.755115764540974066e+00 3.040370464578186827e+00 3.200895693908614614e+00 2.743602899420118924e+00 2.725372362800550619e+00 2.618566121068997887e+00 4.242025265933656364e+00 4.409623923688332781e+00 4.433984164821767493e+00 2.493546357599954355e+00 2.562645801285762470e+00 2.515393816109939618e+00 3.698764851747036175e+00 3.655247011762360110e+00 3.690199447786280729e+00 2.515905929559590692e+00
3.144928062956936277e+00 3.134851949809666305e+00 3.095865576929127450e+00 2.628707081259523015e+00 2.583213701411715135e+00 2.651772829685818067e+00 2.224944843993394983e+00 2.270986822257605731e+00 0.000000000000000000e+00 2.573270417931452059e+00 2.616738479754828983e+00 2.628192856147795631e+00 2.751789298481789992e+00 2.871867321203111167e+00 3.024445472569306848e+00 3.585110628278806999e+00 3.459943097396624090e+00 3.531036605236547832e+00 2.827786130108560059e+00 3.043048722262922556e+00 3.099943354735711143e+00 2.799137519451972089e+00 2.813342678632797522e+00 2.657468947052584518e+00 4.209812947499587565e+00 4.395430901551016234e+00 4.434066755898605550e+00 2.602779225416878006e+00 2.668587132730298350e+00 2.644114729921312801e+00 3.628673859136197777e+00 3.587599337122766574e+00 3.639156589369428652e+00 2.645398782790836290e+00
1.948579406682518611e+00 1.749122470915289052e+00 1.881163130111365822e+00 1.346055021925945949e+00 1.295286467026002697e+00 1.333976958657939527e+00 2.571356233202642283e+00 2.493635572146900792e+00 2.573270417931452059e+00 0.000000000000000000e+00 7.471795213207346187e-01 9.660354777889317290e-01 1.358824188563519275e+00 1.822057889058579683e+00 2.163977227435317729e+00 2.666527028453405279e+00 2.544056129180324533e+00 2.667434641217102165e+00 1.709042169833821845e+00 2.286193219418321654e+00 2.470937025736643644e+00 1.832924208666770305e+00 1.855160028731438926e+00 1.609801331223077892e+00 3.543066576969393644e+00 3.758539306279985670e+00 3.917402013215948386e+00 8.370896195856548649e-01 8.923011040508765923e-01 9.573628475574003094e-01 3.171618361527279717e+00 3.262104455446180662e+00 3.350444211813108808e+00 9.570879459412614532e-01
2.005100413497051370e+00 1.793201974057829107e+00 1.933014308003427439e+00 1.432656546467622860e+00 1.318602637971126201e+00 1.381060600709018038e+00 2.590709228976661560e+00 2.539757947533673121e+00 2.616738479754828983e+00 7.471795213207346187e-01 0.000000000000000000e+00 5.166019161830980311e-01 1.705764354230289159e+00 2.084809374467075926e+00 2.378665045732219152e+00 2.642855629806792894e+00 2.546863465550682548e+00 2.680125335474212278e+00 1.745628611615222869e+00 2.337600723987481643e+00 2.543411758458533178e+00 1.902298659186101304e+00 1.899918911278236866e+00 1.779446393172959828e+00 3.569268023079151142e+00 3.797810996462442468e+00 3.953791882078188547e+00 1.178347463556808972e+00 1.171538113570317119e+00 1.220363431123316023e+00 3.298645892927516421e+00 3.415447062940491829e+00 3.525805288889837463e+00 1.219467058183389740e+00
2.059881795086581757e+00 1.847747823981410464e+00 1.956652990626209565e+00 1.484504786351396266e+00 1.371760802735487950e+00 1.422738269122443278e+00 2.592438274959930400e+00 2.539880125364056163e+00 2.628192856147795631e+00 9.660354777889317290e-01 5.166019161830980311e-01 0.000000000000000000e+00 1.818276840229012148e+00 2.132386542355601211e+00 2.416739141959453274e+00 2.587400234296427293e+00 2.500100734499425492e+00 2.587400234296427293e+00 1.694387375305791199e+00 2.289026117298819774e+00 2.511129487270609140e+00 1.904739297920259755e+00 1.908308168505920221e+00 1.794440555523838965e+00 3.594508948202676635e+00 3.825280866982524230e+00 3.983714955866084928e+00 1.207396796396527749e+00 1.174519261633338196e+00 1.199870645081258846e+00 3.251576264218600354e+00 3.360377519668488411e+00 3.466269102868638097e+00 1.197197447856658936e+00
