0.000000000000000000e+00 1.401270704548254198e+00 1.345114234521263885e+00 3.004299232456647761e+00 3.065969460192619067e+00 3.144928062956936277e+00 2.802018676276202491e+00 3.045358177437318403e+00 3.221650468757376817e+00 2.195758593715725571e+00 2.272365371294542857e+00 2.270823676259868140e+00 2.027301228384229770e+00 2.083297822358470608e+00 2.080228715247312898e+00 2.589954012036240094e+00 2.596384314372974345e+00 2.348767506978916231e+00 3.719522702549868498e+00 3.741153652456023604e+00 3.789144621063069263e+00 2.371399769654214840e+00 2.818186808951885336e+00 3.045738296680740476e+00 1.948579406682518611e+00 2.005100342375671474e+00 2.059881795086581757e+00 3.026607608531253657e+00 3.381553237510277476e+00 3.439965496192815220e+00 3.281039121783979162e+00 3.264345606657637955e+00 3.465223636671464824e+00 1.969669486665338143e+00 1.940271226002732607e+00 2.008915504194632717e+00 2.006412387068785108e+00
1.401270704548254198e+00 0.000000000000000000e+00 1.358088463266704515e+00 2.981537955219932368e+00 2.954809057539212969e+00 3.134852131771051820e+00 3.094038723783181677e+00 3.272260089675045780e+00 3.473383788462463428e+00 2.114419712358332148e+00 2.146111474498472393e+00 2.104420385627444823e+00 1.842534348961452517e+00 1.883821625657102983e+00 1.865637676511434417e+00 2.618497392420903402e+00 2.450281153031004244e+00 2.175781282771103164e+00 3.935449278686846686e+00 3.921452310412404607e+00 3.956493464847778085e+00 2.312587195841243837e+00 2.794206573906985014e+00 3.108553025012857685e+00 1.749122552445030010e+00 1.793202053583450972e+00 1.847747746803396041e+00 2.903357440922580412e+00 3.357662979317768581e+00 3.503287183763935886e+00 3.184515228252941199e+00 3.147211694799662229e+00 3.280300680430130011e+00 1.761520459640281366e+00 1.799555630760659497e+00 1.849791987769886736e+00 1.846372462989724239e+00
1.345114234521263885e+00 1.358088463266704515e+00 0.000000000000000000e+00 2.981636004107243387e+00 2.990968699274438425e+00 3.095865392676283356e+00 2.922916630671396732e+00 3.116249979791547275e+00 3.305356209684093383e+00 2.217184916979652254e+00 2.243023570879826512e+00 2.199272083305681136e+00 2.054418468759346528e+00 2.092420409389522895e+00 2.073957099930240133e+00 2.374650515743065959e+00 2.645247407611188706e+00 2.242408184823346140e+00 3.770201652015499061e+00 3.750202304219858007e+00 3.753118835447480706e+00 2.331303717536818976e+00 2.714401558950528592e+00 2.973980113851095730e+00 1.881163130111365822e+00 1.933014308003427439e+00 1.956652917743839204e+00 2.986528614335552501e+00 3.316720586683693739e+00 3.397909995718557674e+00 3.203276723099150569e+00 3.203276723099150569e+00 3.435646603687055656e+00 1.926293279746044362e+00 1.915893605460329052e+00 1.962454063413356264e+00 1.959731670713102947e+00
3.004299232456647761e+00 2.981537955219932368e+00 2.981636004107243387e+00 0.000000000000000000e+00 2.203934478369197869e+00 2.224944843993394983e+00 4.154356831365837444e+00 4.374822807034227878e+00 4.431471219745978907e+00 2.740911642043639684e+00 2.648123779595469518e+00 2.608327563256104931e+00 2.462726272834828034e+00 2.458578944141619260e+00 2.448470125446887913e+00 2.750042003482586317e+00 2.847322033505412353e+00 2.942424318786701409e+00 3.705512127893384022e+00 3.637253983364453713e+00 3.653153393536275662e+00 2.728081772514846293e+00 2.870931351302254075e+00 3.061029028915921213e+00 2.571356233202642283e+00 2.590709228976661560e+00 2.592438274959930400e+00 2.808199736077008346e+00 3.090657066202730174e+00 3.225411307301821573e+00 3.464723175992385329e+00 3.375374514094279910e+00 3.464723175992385329e+00 2.591424934873779673e+00 2.661957965707394180e+00 2.601609092612721330e+00 2.601847633717805586e+00
3.065969460192619067e+00 2.954809057539212969e+00 2.990968699274438425e+00 2.203934478369197869e+00 0.000000000000000000e+00 2.270986571079550931e+00 4.242025400402919644e+00 4.409623664971467960e+00 4.433984164821767493e+00 2.743602795465200472e+00 2.725372258150257743e+00 2.618566229987769667e+00 2.420817007754226591e+00 2.426691961262074315e+00 2.414272081305575135e+00 2.714274207176492038e+00 2.786541866032549386e+00 2.810743768746973625e+00 3.698764697527437306e+00 3.655247011762360110e+00 3.690199293208719311e+00 2.674434921843402257e+00 2.825082288992817769e+00 3.016111941492104709e+00 2.493635457771320230e+00 2.539757835235169736e+00 2.539880013070954679e+00 2.755115971582001944e+00 3.040370652194140266e+00 3.200895693908614614e+00 3.475993682464693979e+00 3.408478877751178526e+00 3.459717390442313523e+00 2.493546471979622314e+00 2.562646023876803181e+00 2.515393702723711211e+00 2.515905816196442046e+00
3.144928062956936277e+00 3.134852131771051820e+00 3.095865392676283356e+00 2.224944843993394983e+00 2.270986571079550931e+00 0.000000000000000000e+00 4.209812947499587565e+00 4.395430901551016234e+00 4.434066755898605550e+00 2.799137519451972089e+00 2.813342678632797522e+00 2.657468947052584518e+00 2.477829211120411657e+00 2.502756128969079175e+00 2.464123947683795723e+00 2.758789949329420566e+00 2.901446241424014083e+00 3.001601222645716494e+00 3.628673859136197777e+00 3.587599337122766574e+00 3.639156589369428652e+00 2.751789298481789992e+00 2.871867321203111167e+00 3.024445472569306848e+00 2.573270417931452059e+00 2.616738479754828983e+00 2.628192856147795631e+00 2.827786130108560059e+00 3.043048722262922556e+00 3.099943354735711143e+00 3.585110628278806999e+00 3.459943097396624090e+00 3.531036605236547832e+00 2.602779225416878006e+00 2.668587132730298350e+00 2.644114729921312801e+00 2.645398782790836290e+00
2.802018676276202491e+00 3.094038723783181677e+00 2.922916630671396732e+00 4.154356831365837444e+00 4.242025400402919644e+00 4.209812947499587565e+00 0.000000000000000000e+00 1.241682900490518104e+00 1.058571320179142239e+00 3.136778147205632195e+00 3.196234503686406825e+00 3.481501056925733639e+00 3.816864876778796489e+00 3.788152877013567288e+00 3.803763168174248310e+00 3.603953192817475504e+00 4.078410332160165908e+00 3.343580596361666490e+00 4.492252577240932965e+00 4.488550628059597258e+00 4.510326986123974535e+00 3.822629954865000013e+00 4.161871297434329264e+00 4.243721391096980433e+00 3.543066737966088287e+00 3.569268023079151142e+00 3.594508789510059366e+00 4.238478770188519817e+00 4.316416772595750295e+00 4.413918084954596033e+00 4.278427904120099434e+00 4.278427904120099434e+00 4.351388613050374943e+00 3.576753412687997180e+00 3.579435664484392987e+00 3.622780260700188215e+00 3.620972865279756370e+00
3.045358177437318403e+00 3.272260089675045780e+00 3.116249979791547275e+00 4.374822807034227878e+00 4.409623664971467960e+00 4.395430901551016234e+00 1.241682900490518104e+00 0.000000000000000000e+00 9.464361575497900470e-01 3.375632897833753088e+00 3.363896279632531350e+00 3.685078759439742058e+00 4.034530758347925961e+00 4.000244418368468224e+00 4.025161041441153387e+00 3.820777357499543392e+00 4.233177778037120476e+00 3.684494217144484107e+00 4.657420037401578838e+00 4.656216433031488577e+00 4.671339940213376174e+00 4.072054303464661018e+00 4.391801121701866428e+00 4.400448557013314499e+00 3.758539306279985670e+00 3.797810996462442468e+00 3.825281016101511611e+00 4.409557174234027599e+00 4.524642701272912682e+00 4.594204204212720910e+00 4.405728514411503483e+00 4.437389449228434479e+00 4.615491743784739143e+00 3.784315497025975805e+00 3.786498087433308068e+00 3.829425769610398600e+00 3.826477061613199560e+00
3.221650468757376817e+00 3.473383788462463428e+00 3.305356209684093383e+00 4.431471219745978907e+00 4.433984164821767493e+00 4.434066755898605550e+00 1.058571320179142239e+00 9.464361575497900470e-01 0.000000000000000000e+00 3.549970794272386154e+00 3.520781038634243743e+00 3.813294543135549830e+00 4.167639267205214715e+00 4.110581081228111167e+00 4.166509531450963699e+00 3.977244025311004183e+00 4.324704114284561030e+00 3.815875703127303176e+00 4.543288622383482966e+00 4.543173112457912666e+00 4.547755348423236477e+00 4.187404099892246379e+00 4.431245180454254751e+00 4.431221494576334408e+00 3.917402013215948386e+00 3.953791882078188547e+00 3.983714812677619399e+00 4.464561985568663793e+00 4.502300114315272772e+00 4.505649969124954524e+00 4.431230505523073404e+00 4.436353480374726210e+00 4.563752318609470393e+00 3.937984267570477925e+00 3.939208939476582128e+00 3.987686026911603676e+00 3.984570701396888293e+00
2.195758593715725571e+00 2.114419712358332148e+00 2.217184916979652254e+00 2.740911642043639684e+00 2.743602795465200472e+00 2.799137519451972089e+00 3.136778147205632195e+00 3.375632897833753088e+00 3.549970794272386154e+00 0.000000000000000000e+00 1.333582216130474896e+00 1.294033411935370470e+00 1.919614762610436287e+00 1.906894374462198227e+00 1.914234745730668763e+00 2.582535477996006357e+00 2.714568620286931466e+00 2.350264869641150334e+00 3.311959238835518349e+00 3.229702784514334901e+00 3.186736303567106798e+00 2.023211538595641290e+00 2.234677757901321726e+00 2.437031448346082207e+00 1.832924208666770305e+00 1.902298509256425074e+00 1.904739372789037155e+00 2.414788986502872881e+00 2.753917771691613225e+00 2.876014576954208923e+00 3.138752413154552556e+00 2.997057270642894178e+00 3.138752413154552556e+00 1.777755348959328741e+00 1.804721715119481429e+00 1.815968466424993100e+00 1.815626206427446876e+00
