0.000000000000000000e+00 1.409326155803656500e+00 1.347218362184393392e+00 1.993276919020603222e+00 2.527915736568647098e+00 3.671418116937906539e+00 1.974587158319627500e+00 2.226960584958891598e+00 3.374802618966030732e+00 2.038783379520644257e+00 2.167303199677487413e+00 2.700134298728612325e+00 4.009936626818263683e+00 3.004299262123612646e+00 3.069942228786388227e+00 3.144928067207992228e+00 1.948579427265615172e+00 2.005100303481166080e+00 2.059881802658606986e+00 2.371399810997427249e+00 2.818186796301418884e+00 3.045738282049076151e+00 3.281039131291624056e+00 3.264345639421977641e+00 3.465223702259589977e+00 3.030228904915686972e+00 3.444566849273471565e+00 3.465452671840168364e+00 2.195758597774843945e+00 2.273790784305415258e+00 2.288499053248117310e+00 2.802018704903990631e+00 3.045358133536846257e+00 3.221650529621387538e+00 1.969669490624752939e+00 1.940271241506157152e+00 2.008915460937347408e+00 3.733145411620961696e+00 3.741761758752838674e+00 3.808810090009452143e+00 2.006412359305162596e+00
1.409326155803656500e+00 0.000000000000000000e+00 1.358088443578346238e+00 1.709877905362885642e+00 2.489829451606996980e+00 3.947167291034557213e+00 1.736734932615156213e+00 2.312634026020040867e+00 3.664568965696470837e+00 1.774922358466931804e+00 2.141842349771718279e+00 2.986362294911608206e+00 3.952333273028278526e+00 2.981537913369109116e+00 2.954809122391506726e+00 3.137689233673694567e+00 1.749122535884301666e+00 1.793202038051103120e+00 1.847747735950237447e+00 2.312587220892617257e+00 2.794206593045535758e+00 3.108553063720061349e+00 3.184515210060694823e+00 3.147211711791548794e+00 3.280300620654337695e+00 2.906778595137142762e+00 3.357663024443902522e+00 3.503287134153255433e+00 2.126437542430223537e+00 2.173809808892120277e+00 2.104420360215666364e+00 3.094038670491147780e+00 3.272260140064565892e+00 3.473383789745483785e+00 1.761520476084452058e+00 1.799555628284257969e+00 1.849791955848680169e+00 4.009753970924978539e+00 4.002944815970741033e+00 4.041844367351689726e+00 1.846372452731884106e+00
1.347218362184393392e+00 1.358088443578346238e+00 0.000000000000000000e+00 2.009396770353427897e+00 2.584359785448007152e+00 3.766914495118995454e+00 2.002829219506077507e+00 2.277434201677130954e+00 3.504128201364659301e+00 2.019712930619853353e+00 2.199503309361421799e+00 2.865769370798858962e+00 3.922128494398763099e+00 2.983091228045382515e+00 3.018053095204528358e+00 3.117155223096130801e+00 1.881163131888094586e+00 1.933014322412341945e+00 1.956652941658367117e+00 2.331303724227271612e+00 2.714401538428408145e+00 2.973980121343449134e+00 3.203276691101381690e+00 3.203276691101381690e+00 3.435646667245594532e+00 2.986528668053836544e+00 3.316720541000511613e+00 3.397910031129558917e+00 2.217184884820515567e+00 2.244484817762857798e+00 2.231392209946650329e+00 2.922916655065781466e+00 3.116249956910599472e+00 3.305356221818276818e+00 1.926293295361967806e+00 1.915893613019919783e+00 1.962454038434100045e+00 3.855661435708732210e+00 3.851061310570560003e+00 3.858308590726565068e+00 1.959731684925578143e+00
1.993276919020603222e+00 1.709877905362885642e+00 2.009396770353427897e+00 0.000000000000000000e+00 3.241920993376445903e+00 4.273200940378941048e+00 5.758487894723021139e-01 3.131342440704470764e+00 4.004120135293312011e+00 7.769174605019115720e-01 2.875947713140532880e+00 3.863475891085453195e+00 4.479635571916284142e+00 2.574305531452861118e+00 2.529816775114240190e+00 2.617602141827590767e+00 1.207711975336080767e+00 1.321307512762095460e+00 1.371912046379801353e+00 1.677869797948698949e+00 1.808473323495551011e+00 2.094320646495400950e+00 2.894672591121496552e+00 2.806124008510913370e+00 2.894672591121496552e+00 1.883435664589827585e+00 2.287462006967349026e+00 2.430537329711396577e+00 2.049486663559059618e+00 2.071127101495834566e+00 1.785198920676939194e+00 3.819898337164801205e+00 4.010912077718786328e+00 4.144918037220798546e+00 1.174385332079350031e+00 1.235600261758966090e+00 1.312188383984705276e+00 2.985276171050820437e+00 3.028988495999766162e+00 3.142518796295544981e+00 1.310907896887500312e+00
2.527915736568647098e+00 2.489829451606996980e+00 2.584359785448007152e+00 3.241920993376445903e+00 0.000000000000000000e+00 3.698157217592334067e+00 3.174973050701480393e+00 2.425643155256825167e+00 3.401454945214434478e+00 3.256211433987668880e+00 2.309339580341696507e+00 3.090171979790940160e+00 3.986578238685605236e+00 3.810881474369720578e+00 3.995342642708082259e+00 3.968324773641169312e+00 3.151054714375534527e+00 3.178366796847131415e+00 3.195892505189140476e+00 3.546575592444402236e+00 3.949325122400574983e+00 4.071716652145791038e+00 4.097755627295296854e+00 4.168368233696424952e+00 4.368047803512403071e+00 4.132036161428826126e+00 4.288037787427514402e+00 4.307325271543008149e+00 3.161790121265966924e+00 3.175090193781502812e+00 3.252307512831469349e+00 2.733611081905972462e+00 2.797982705123490454e+00 2.944875669591262568e+00 3.200465591653335107e+00 3.249556584553625171e+00 3.268302002762628167e+00 4.463457935427756595e+00 4.462313411455504308e+00 4.566642866049417826e+00 3.265482922251337961e+00
3.671418116937906539e+00 3.947167291034557213e+00 3.766914495118995454e+00 4.273200940378941048e+00 3.698157217592334067e+00 0.000000000000000000e+00 4.263398759790755221e+00 3.802846224119097229e+00 2.533000858558241308e+00 4.271336570802424681e+00 4.131287608934925970e+00 3.143010993387268304e+00 4.434245030633650053e+00 4.590366700594065819e+00 4.582565913831928128e+00 4.647306929872337733e+00 4.198726351944792157e+00 3.913097148333703590e+00 3.907999608175517725e+00 4.701652017376964920e+00 4.754180474000762935e+00 4.857620756697001774e+00 4.431467603497695862e+00 4.657265776366939392e+00 5.042475338650012517e+00 4.579318258861507118e+00 4.865542113787030054e+00 4.989810096934230721e+00 4.615890191581921265e+00 4.304569415845789671e+00 4.398250813020262662e+00 4.000597670726520505e+00 3.925970606246414363e+00 3.925235721774754882e+00 4.283802691520459227e+00 4.247462468781337819e+00 4.248957113328319046e+00 5.334622088331785861e+00 5.452871059855547209e+00 5.583672166857878594e+00 4.247177982259311868e+00
1.974587158319627500e+00 1.736734932615156213e+00 2.002829219506077507e+00 5.758487894723021139e-01 3.174973050701480393e+00 4.263398759790755221e+00 0.000000000000000000e+00 3.118768047517530562e+00 3.995285116436759765e+00 5.989159168206690254e-01 2.827455304346541354e+00 3.815401442818414424e+00 4.454415974124130706e+00 2.585726265476840258e+00 2.542777949381270552e+00 2.625223150305075581e+00 1.314337624722726972e+00 1.362513109896522190e+00 1.406201382962228852e+00 1.779952798281833060e+00 1.901109110711449501e+00 2.149113552191038057e+00 2.922704731840684023e+00 2.825751051189028473e+00 2.933555714529557434e+00 1.979822719324693336e+00 2.380819719342634588e+00 2.509345801006617194e+00 2.027015968241037580e+00 2.047703116825528191e+00 1.789833602310379801e+00 3.742839334376909299e+00 3.936947738428488108e+00 4.062223454379454424e+00 1.275347301454186955e+00 1.341955761338088582e+00 1.422842095107272664e+00 3.051119151921739103e+00 3.072109017136499087e+00 3.178433707668827601e+00 1.420827123156686245e+00
2.226960584958891598e+00 2.312634026020040867e+00 2.277434201677130954e+00 3.131342440704470764e+00 2.425643155256825167e+00 3.802846224119097229e+00 3.118768047517530562e+00 0.000000000000000000e+00 3.402692003963969203e+00 3.209922908677228293e+00 2.009845698682719117e+00 2.973994070574371928e+00 3.943280654280191033e+00 3.760604106990220963e+00 3.848366670812439772e+00 3.888375853954477268e+00 3.032078108785438264e+00 3.053011617439124858e+00 3.077139604725898092e+00 3.404145456821539906e+00 3.788101168722601386e+00 3.930994381501018875e+00 4.005489159285213319e+00 4.092395121466180896e+00 4.277322791758014553e+00 4.002570041899032205e+00 4.255834053317855137e+00 4.265732089644181713e+00 3.131669518545766362e+00 3.122020674505698423e+00 3.194576710344637860e+00 3.028422186945342709e+00 2.909742164594056213e+00 3.056144191415972156e+00 3.077357627370572501e+00 3.064629728967495748e+00 3.091112958845215086e+00 4.357362125248687157e+00 4.383161507104579080e+00 4.503451613071290716e+00 3.088601037280903849e+00
3.374802618966030732e+00 3.664568965696470837e+00 3.504128201364659301e+00 4.004120135293312011e+00 3.401454945214434478e+00 2.533000858558241308e+00 3.995285116436759765e+00 3.402692003963969203e+00 0.000000000000000000e+00 4.001166173693829542e+00 3.733410698792970717e+00 2.623190301423613757e+00 4.344968775734685984e+00 4.444873969197639774e+00 4.591305867516538797e+00 4.701558710910009431e+00 3.885325671946613380e+00 3.668692130521088668e+00 3.669007045702694647e+00 4.319830814156898846e+00 4.638797490075489804e+00 4.777317599133761306e+00 4.310299740522625989e+00 4.505565804060760016e+00 4.942847145095655925e+00 4.592814447543091205e+00 4.841760829900621843e+00 4.943111080353137510e+00 4.259186409282711416e+00 4.027623637673714896e+00 4.039343936640770849e+00 3.647419756921145950e+00 3.590837310012122696e+00 3.600612688909301085e+00 4.003918397466328827e+00 3.975173917600448803e+00 3.977849545947266030e+00 5.225261897044031656e+00 5.272077551785077532e+00 5.319701217062698717e+00 3.976657588998474324e+00
2.038783379520644257e+00 1.774922358466931804e+00 2.019712930619853353e+00 7.769174605019115720e-01 3.256211433987668880e+00 4.271336570802424681e+00 5.989159168206690254e-01 3.209922908677228293e+00 4.001166173693829542e+00 0.000000000000000000e+00 2.931562876321629929e+00 3.866936816172588554e+00 4.515857730134814396e+00 2.512983273767380066e+00 2.459316628137845573e+00 2.546513912136709745e+00 1.278302733881116593e+00 1.306972398818193382e+00 1.352251175081402357e+00 1.739167953817308376e+00 1.859338776051262743e+00 2.114672867205854789e+00 2.938374652914619745e+00 2.809211758463206365e+00 2.926663804223029963e+00 1.910160680972461833e+00 2.305781011269268710e+00 2.439493391255947774e+00 2.052027499864213400e+00 2.042972251057587840e+00 1.764736728538871091e+00 3.831341073725722524e+00 4.039087527878212569e+00 4.169732047055095592e+00 1.247587450742578596e+00 1.325280138307393996e+00 1.394755625906095364e+00 3.000786678167278509e+00 3.028084429300827995e+00 3.153557261392110345e+00 1.393385771984480437e+00
